PublishedLineName,DirectionRef,NextStopPointName
B38,0.0,DE KALB AV/BUSHWICK AV
B54,1.0,MYRTLE AV/BEDFORD AV
B47,0.0,RALPH AV/FULTON ST
B17,1.0,SEAVIEW AV/E 91 ST
B44,1.0,NOSTRAND AV/PROSPECT PL
B46-SBS,0.0,UTICA AV/FULTON ST
B15,0.0,LINDEN BL/EUCLID AV
B44-SBS,1.0,SHORE PKWY/KNAPP ST
B38,0.0,LAFAYETTE AV/STUYVESANT AV
B43,0.0,KINGSTON AV/MONTGOMERY ST
B15,1.0,NEW LOTS AV/SHEFFIELD AV
B70,0.0,8 AV/BAY RIDGE AV
B6,1.0,AV J/E 23 ST
B42,1.0,ROCKAWAY PY/FLATLANDS AV
B67,0.0,20 ST/10 AV
B16,0.0,FT HAMILTON PY/77 ST
B83,1.0,VANDALIA AV/VAN SICLEN AV
B8,1.0,4 AV/95 ST
B14,1.0,LINDEN BL/SHERIDAN AV
B36,0.0,SURF AV/W 21 ST
B38,0.0,LAFAYETTE AV/LEWIS AV
B15,0.0,NEW LOTS AV/ELTON ST
B82,1.0,MERMAID AV/STILLWELL AV
B64,1.0,BAY RIDGE AV /10 AV
B74,1.0,STILLWELL TERMINAL BUS LOOP
B44,1.0,NOSTRAND AV/FARRAGUT RD
B49,0.0,ORIENTAL BL/JAFFRAY ST
B38,1.0,DE KALB AV/LEWIS AV
B46,1.0,BROADWAY/THORNTON ST
B1,1.0,BRIGHTON BEACH AV/OCEAN PY
B35,0.0,CHURCH AV/E 18 ST
B35,0.0,CHURCH AV/E 96 ST
B3,0.0,AV U/W 12 ST
B11,1.0,49 ST/16 AV
B3,1.0,25 AV/BATH AV
B67,0.0,DIVISION AV/WYTHE AV
B41,0.0,FLATBUSH AV/CLARKSON AV
B52,1.0,GATES AV/MARCUS GARVEY BL
B35,0.0,HEGEMAN AV/MOTHER GASTON BL
B8,0.0,18 AV/E 3 ST
B20,1.0,SUMMERFIELD ST/SENECA AV
B82,0.0,KINGS HY/NOSTRAND AV
B83,0.0,VANDALIA AV/BETHEL LOOP
B57,1.0,BEARD ST/OTSEGO ST
B83,1.0,VAN SICLEN AV/LINDEN BL
B45,0.0,LIVINGSTON ST/SMITH ST
B11,1.0,GLENWOOD RD/FLATBUSH AV
B24,1.0,GREENPOINT AV/REVIEW AV
B52,1.0,GATES AV/CLASSON AV
B61,0.0,COURT ST/LORRAINE ST
B63,1.0,5 AV/UNION ST
B57,1.0,FLUSHING AV/BEDFORD AV
B35,0.0,CHURCH AV/E 40 ST
B8,1.0,KINGS HY/CLARENDON RD
B41,1.0,FLATBUSH AV/ATLANTIC AV
B8,1.0,18 AV/E 8 ST
B36,0.0,NOSTRAND AV/AV W
B8,0.0,4 AV/97 ST
B43,1.0,TOMPKINS AV/PUTNAM AV
B42,1.0,ROCKAWAY PY/AV J
B52,0.0,GATES AV/BUSHWICK AV
B36,0.0,AV Z/BEDFORD AV
B45,1.0,JORALEMON ST/COURT ST
B43,0.0,MANHATTAN AV/EAGLE ST
B41,0.0,FLATBUSH AV/ATLANTIC AV
B46,1.0,WASHINGTON PLZ/LANE3
B35,1.0,39 ST/1 AV
B61,1.0,ATLANTIC AV/BOERUM PL
B13,1.0,WYCKOFF AV/DE KALB AV
B42,1.0,ROCKAWAY PY/SCHENCK ST
B16,0.0,FT HAMILTON PY/74 ST
B44,0.0,NOSTRAND AV/GLENWOOD RD
B46,0.0,UTICA AV/KINGS HY
B6,1.0,BEDFORD AV/GLENWOOD RD (not allowed)
B46,1.0,UTICA AV/CARROLL ST
B45,0.0,ATLANTIC AV/VANDERBILT AV
B44-SBS,1.0,NOSTRAND AV/AV H
B8,1.0,92 ST/7 AV
B38,1.0,CADMAN PLZ W/TILLARY ST
B37,0.0,3 AV/97 ST
B13,1.0,CYPRESS HILLS ST/JAMAICA AV
B8,0.0,CROPSEY AV/15 AV
B9,0.0,AV L/FLATBUSH AV
B15,1.0,E 98 ST/BLAKE AV
B15,0.0,JFK AIRPORT/TERMINAL 5 AirTrain STATION
B36,1.0,SURF AV/W 5 ST
B63,1.0,ATLANTIC AV/NEVINS ST
B17,0.0,TROY AV/EASTERN PY
B26,0.0,FULTON ST/WASHINGTON AV
B54,0.0,MYRTLE AV/WILSON AV
B36,0.0,W 33 ST/BAY VIEW AV
B44,1.0,NOSTRAND AV/AV K
B8,1.0,LINDEN BL/ROCKAWAY PY
B35,1.0,39 ST/12 AV
B25,1.0,FULTON ST/MALCOLM X BL
B11,0.0,NOSTRAND AV / AV H
B41,0.0,FLATBUSH AV/CLARKSON AV
B15,1.0,LEWIS AV/HALSEY ST
B46-SBS,0.0,UTICA AV/FULTON ST
B1,0.0,87 ST/4 AV
B14,1.0,SUTTER AV/JEROME ST
B63,1.0,5 AV/78 ST
B44-SBS,1.0,NOSTRAND AV/ST JOHNS PL
B68,0.0,CONEY ISLAND AV/FOSTER AV
B44,1.0,NOSTRAND AV/AV N
B6,1.0,AV H/UTICA AV
B83,1.0,GATEWAY CTR TERM/GATEWAY DR
B13,0.0,CRESCENT ST/LIBERTY AV
B42,1.0,ROCKAWAY PY/SCHENCK ST
B2,1.0,FLATBUSH AV/AV T
B35,0.0,CHURCH AV/NOSTRAND AV
B64,0.0,HARWAY AV/BAY 41 ST
B47,0.0,REMSEN AV/LINDEN BL
B49,0.0,OCEAN AV/AV S
B1,0.0,86 ST/FT HAMILTON PY
B45,0.0,BUFFALO AV/PROSPECT PL
B6,1.0,ASHFORD ST/NEW LOTS AV
B8,1.0,CROPSEY AV/16 AV
B47,0.0,RALPH AV/AV L
B8,1.0,LINDEN BL/THOMAS BOYLAND ST
B8,1.0,18 AV/OCEAN PY
B41,1.0,FLATBUSH AV/BEVERLY RD
B54,1.0,MYRTLE AV/BROADWAY
B46,1.0,BROADWAY/MARCY AV
B1,1.0,86 ST/18 AV
B82,0.0,FLATLANDS AV/FLATBUSH AV
B44,0.0,NEW YORK AV/LINDEN BL
B15,1.0,NEW LOTS AV/HENDRIX ST
B6,1.0,GLENWOOD RD/NOSTRAND AV
B38,0.0,DE KALB AV/KNICKERBOCKER AV
B47,1.0,RUTLAND RD/E 98 ST
B6,1.0,HARWAY AV/BAY 37 ST
B6,1.0,BAY PY/71 ST
B7,1.0,SARATOGA AV/MAC DONOUGH ST
B9,1.0,BAY RIDGE AV/3 AV
B41,0.0,FLATBUSH AV/CHURCH AV
B70,0.0,39 ST/2 AV
B41,0.0,JORALEMON ST/COURT ST
B46,1.0,UTICA AV/EASTERN PY
B46,0.0,WASHINGTON PLZ/LANE3
B82,0.0,HARWAY AV/BAY 37 ST
B3,1.0,AV U/E 2 ST
B26,1.0,HALSEY ST/HOWARD AV
B25,0.0,EAST NEW YORK AV/ALABAMA AV
B45,0.0,ST JOHNS PL/BROOKLYN AV
B35,0.0,CHURCH AV/OCEAN PY
B74,1.0,STILLWELL TERMINAL BUS LOOP
B41,0.0,FLATBUSH AV/PACIFIC ST
B41,0.0,FLATBUSH AV/KINGS HY
B60,0.0,WASHINGTON PLZ/WASHINGTON PLZ
B60,1.0,COOPER ST/EVERGREEN AV
B54,1.0,MYRTLE AV/IRVING AV
B47,0.0,E 98 ST/SUTTER AV.
B57,1.0,COURT ST/AMITY ST
B39,0.0,WASHINGTON PLZ/LANE 1
B17,1.0,REMSEN AV/LENOX ROAD
B4,0.0,NEPTUNE AV/CONEY ISLAND AV
B67,1.0,MC DONALD AV/AV C
B25,0.0,EAST NEW YORK AV/ALABAMA AV
B44-SBS,0.0,NOSTRAND AV/AV L
B82,0.0,SEAVIEW AV/PENNSYLVANIA AV
B7,0.0,KINGS HY/FOSTER AV
B46,1.0,BROADWAY/HOOPER ST
B43,1.0,EMPIRE BL/NOSTRAND AV
B35,1.0,39 ST/4 AV
B62,0.0,JAY ST/FULTON ST
B38,1.0,CADMAN PLZ W/MONTAGUE ST
B47,1.0,RALPH AV/PACIFIC ST
B6,0.0,GLENWOOD RD/NOSTRAND AV
B6,1.0,GLENWOOD RD/ALBANY AV
B35,0.0,CHURCH AV/ROCKAWAY PY
B25,1.0,FULTON ST/MALCOLM X BL
B62,0.0,GREEN ST/MANHATTAN AV
B46-SBS,0.0,UTICA AV/FULTON ST
B44-SBS,1.0,NOSTRAND AV/AV U
B61,0.0,SMITH ST/ATLANTIC AV
B35,0.0,CHURCH AV/REMSEN AV
B9,0.0,60 ST/18 AV
B44-SBS,0.0,NOSTRAND AV/AV X
B9,0.0,OCEAN AV/AV M
B44-SBS,1.0,NOSTRAND AV/AV H
B35,1.0,CHURCH AV/BEDFORD AV
B35,1.0,CHURCH AV/REMSEN AV
B82,1.0,FLATLANDS AV/E 98 ST
B41,0.0,FLATBUSH AV/TROY AV
B61,0.0,ATLANTIC AV/COURT ST
B15,0.0,DREW ST/LINDEN BLVD
B47,0.0,RALPH AV/STERLING PL
B82,1.0,W 17 ST/NEPTUNE AV
B67,1.0,FLATBUSH AV/STATE ST
B48,1.0,LORIMER ST/AINSLIE ST
B11,1.0,AV I/MC DONALD AV
B13,0.0,PUTNAM AV/FOREST AV
B38,1.0,DE KALB AV/MYRTLE AV
B26,1.0,FULTON ST/GREENE AV
B42,0.0,ROCKAWAY PKY/SKIDMORE AV
B6,0.0,GLENWOOD RD/E 38 ST
B60,0.0,ROCKAWAY PY/GLENWOOD RD
B6,1.0,HARWAY AV/BAY 37 ST
B35,1.0,39 ST/FT HAMILTON PY
B9,0.0,AV N/E 5 ST
B11,1.0,49 ST/4 AV
B82,1.0,MERMAID AV/STILLWELL AV
B35,1.0,39 ST/3 AV
B41,1.0,LIVINGSTON ST/HOYT ST
B83,1.0,GATEWAY CTR TERM/GATEWAY DR
B9,0.0,AV M/E 9 ST
B17,0.0,FLATLANDS AV/ROCKAWAY PY
B67,1.0,7 AV/15 ST
B11,1.0,PARKVILLE AV/MCDONALD AV
B35,0.0,39 ST/10 AV
B35,0.0,CHURCH AV/ROCKAWAY PY
B20,0.0,PENNSYLVANIA AV/LINDEN BL
B20,0.0,DECATUR ST/WYCKOFF AV
B1,0.0,ORIENTAL BL/WEST END AV
B25,1.0,FULTON ST/TOMPKINS AV
B11,1.0,49 ST/14 AV
B36,1.0,AV Z/E 12 ST
B82,1.0,FLATLANDS AV/REMSEN AV
B49,1.0,OCEAN AV/AV O
B46,0.0,UTICA AV/AV O
B35,0.0,CHURCH AV/MC DONALD AV
B9,1.0,NARROWS AV/MACKAY PL
B37,0.0,3 AV/82 ST
B47,1.0,FLATBUSH AV/AV U
B68,1.0,CONEY ISLAND AV/AV Z
B44-SBS,0.0,NOSTRAND AV/KINGS HY
B14,1.0,DUMONT AV/JUNIUS ST
B63,1.0,5 AV/53 ST
B6,0.0,FLATLANDS AV/RALPH AV
B45,0.0,ST JOHNS PL/UTICA AV
B46-SBS,0.0,UTICA AV/EMPIRE BL
B65,0.0,DEAN ST/CARLTON AV
B41,0.0,JORALEMON ST/COURT ST
B14,1.0,PITKIN AV/BRISTOL ST
B6,1.0,FLATLANDS AV/E 82 ST
B44,1.0,NOSTRAND AV/FULTON ST
B54,0.0,GATES AV/WYCKOFF AV
B17,1.0,REMSEN AV/AV A
B16,1.0,86 ST/4 AV
B31,0.0,GERRITSEN AV/GERRITSEN BEACH
B15,0.0,NEW LOTS AV/ASHFORD ST
B82,0.0,BAY PK/83 ST
B54,0.0,MYRTLE AV/CLASSON AV
B11,1.0,49 ST/13 AV
B15,0.0,MARCUS GARVEY BL/WILLOUGHBY AV
B68,0.0,CONEY ISLAND AV/AV U
B41,0.0,AV N/E 57 ST
B12,0.0,EAST NEW YORK AV/SACKMAN ST
B46-SBS,1.0,UTICA AV/CHURCH AV
B64,1.0,BAY RIDGE AV /10 AV
B46-SBS,0.0,UTICA AV/AV D
B14,0.0,POSTAL FACILITY RD/IN FRONT OF FACILITY
B15,1.0,LINDEN BL/79 ST
B4,0.0,SHELL RD/AV X
B44-SBS,0.0,NOSTRAND AV/KINGS HY
B14,0.0,SUTTER AV/SHEPHERD AV
B26,0.0,FULTON ST/WASHINGTON AV
B43,1.0,BROOKLYN AV/ATLANTIC AV
B83,0.0,VANDALIA AV/BETHEL LOOP
B45,1.0,STERLING PL/CLASSON AV
B8,1.0,18 AV/68 ST
B61,0.0,DWIGHT ST/DIKEMAN ST
B82,0.0,STILLWELL AV/NEPTUNE AV
B9,0.0,60 ST/21 AV
B46-SBS,0.0,UTICA AV/AV H
B11,0.0,52 ST/2 AV
B82,1.0,MERMAID AV/STILLWELL AV
B35,0.0,E 98 ST/HEGEMAN AV
B41,1.0,AV N/E 45 ST
B15,0.0,S VAN WYCK SERVICE RD/BLDG 23
B68,1.0,CONEY ISLAND AV/KINGS HY
B41,0.0,LIVINGSTON ST/SMITH ST
B13,0.0,CRESCENT ST/ATLANTIC AV
B46-SBS,1.0,MALCOLM X BL/QUINCY ST
B82,0.0,KINGS HY/W 7 ST
B8,0.0,FOSTER AV/OCEAN AV
B41,0.0,FLATBUSH AV/KINGS PLAZA
B12,0.0,PARKSIDE AV/FLATBUSH AV
B44,1.0,NOSTRAND AV/PACIFIC ST
B44-SBS,0.0,ROGERS AV/SAINT JOHNS PLACE
B61,1.0,ATLANTIC AV/COURT ST
B44-SBS,0.0,ROGERS AV/EMPIRE BL
B48,0.0,LORIMER ST/CONSELYEA ST
B68,0.0,CONEY ISLAND AV/AV Z
B6,0.0,FLATLANDS AV/E 94 ST
B82,0.0,FLATLANDS AV/UTICA AV
B6,0.0,CROPSEY AV/23 AV
B26,0.0,WYCKOFF AV / PALMETTO ST
B6,1.0,GLENWOOD RD/WILLIAMS AV
B62,1.0,MANHATTAN AV/GREENPOINT AV
B36,1.0,W 5 ST/W BRIGHTON AV
B49,1.0,OCEAN AV/AV Y
B57,0.0,garnet st/smith st
B7,0.0,SARATOGA AV/PITKIN AV
B41,0.0,JORALEMON ST/COURT ST
B38,0.0,FULTON ST/ASHLAND PL
B47,1.0,FLATBUSH AV/AV U
B49,1.0,SHEEPSHEAD BAY RD/VOORHIES AV
B48,0.0,WALLABOUT ST/FRANKLIN AV
B82,1.0,CROPSEY AV/25 AV
B46,0.0,UTICA AV/CHURCH AV
B82,1.0,PENNSYLVANIA AV/DELMAR LOOP N
B6,1.0,GLENWOOD RD/NOSTRAND AV
B68,1.0,CONEY ISLAND AV/AV Z
B44-SBS,1.0,NOSTRAND AV/KINGS HY
B16,0.0,CATON AV/ST PAULS PL
B3,1.0,AV U/CONEY ISLAND AV
B37,1.0,3 AV/58 ST
B13,1.0,67 AV/FRESH POND RD
B63,0.0,5 AV/11 ST
B70,1.0,8 AV/40 ST
B82,0.0,SEAVIEW AV/PENNSYLVANIA AV
B82,0.0,SEAVIEW AV/PENNSYLVANIA AV
B64,1.0,BATH AV/24 AV
B37,1.0,3 AV/43 ST
B38,1.0,FULTON ST/JAY ST
B46,0.0,UTICA AV/EMPIRE BL
B69,1.0,SANDS ST/GOLD ST
B67,0.0,JAY ST/TILLARY ST
B46,1.0,UTICA AV/FLATLANDS AV
B41,1.0,FLATBUSH AV/GLENWOOD RD
B43,1.0,MANHATTAN AV/GREENPOINT AV
B35,1.0,CHURCH AV/E 42 ST
B1,1.0,86 ST/13 AV
B48,1.0,NASSAU AV/VARICK ST
B6,0.0,E 96 ST/FLATLANDS AV
B47,1.0,RALPH AV/SNYDER AV
B44,0.0,BEDFORD AV/GREENE AV
B38,0.0,LAFAYETTE AV/PATCHEN AV
B52,1.0,GATES AV/BUSHWICK AV
B74,1.0,MERMAID AV/W 23 ST
B37,0.0,3 AV/65 ST
B46,0.0,UTICA AV/CLARENDON RD
B41,0.0,FLATBUSH AV/EMPIRE BL
B82,1.0,BAY PY/BENSON AV
B46-SBS,0.0,UTICA AV/AV H
B6,0.0,FLATLANDS AV/E 80 ST
B82,1.0,FLATLANDS AV/RALPH AV
B38,0.0,DE KALB AV/KNICKERBOCKER AV
B41,1.0,FLATBUSH AV/KINGS HWY
B57,0.0,FLUSHING AV / CLERMONT AV
B44,0.0,BEDFORD AV/GATES AV
B57,0.0,GRAND AV/64 ST
B62,0.0,DIVISION AV/LEE AV
B35,1.0,CHURCH AV/BEDFORD AV
B6,1.0,AV J/E 15 ST
B25,0.0,FULTON ST/SARATOGA AV
B38,0.0,FULTON ST/SMITH ST
B8,0.0,FOSTER AV/FLATBUSH AV
B47,0.0,RALPH AV/E 88 ST
B52,0.0,Tillary St (not used)
B41,1.0,VETERANS AV/E 71 ST
B49,0.0,VOORHIES AV/E 14 ST
B4,1.0,BAY RIDGE PY/6 AV
B63,1.0,5 AV/56 ST
B35,1.0,CHURCH AV/E 98 ST
B54,1.0,PALMETTO ST/ST NICHOLAS AV
B1,0.0,86 ST/23 AV
B46-SBS,1.0,MALCOLM X BL/FULTON ST
B6,1.0,BAY PY/MC DONALD AV
B41,1.0,FLATBUSH AV/AV K
B4,0.0,SHEEPSHEAD BAY RD/EMMONS AV
B38,0.0,LAFAYETTE AV/MARCY AV
B84,1.0,ASHFORD ST/LINDEN BL
B6,0.0,BAY PY/STILLWELL AV
B9,0.0,AV M/E 18 ST
B41,1.0,FLATBUSH AV/ST MARKS AV
B63,0.0,4 AV/100 ST
B43,1.0,GRAHAM AV/ENGERT AV
B24,1.0,GREENPOINT AV/GALE AV
B16,0.0,LINCOLN RD/FLATBUSH AV
B4,1.0,78 ST/3 AV
B35,0.0,CHURCH AV/E 18 ST
B41,1.0,FLATBUSH AV/ATLANTIC AV
B48,1.0,NASSAU AV/HAUSMAN ST
B60,1.0,WILSON AV/SUYDAM ST
B41,0.0,CADMAN PLZ W/MONTAGUE ST
B17,1.0,REMSEN AV/E 51 ST
B46,0.0,UTICA AV/TILDEN AV
B61,1.0,LORRAINE ST/COLUMBIA ST
B44,1.0,NOSTRAND AV/EASTERN PY
B4,1.0,EMMONS AV/E 28 ST
B15,0.0,E 98 ST/WINTHROP ST
B44,1.0,NOSTRAND AV/PACIFIC ST
B38,0.0,FULTON ST/SMITH ST
B49,1.0,FRANKLIN AV/ATLANTIC AV
B11,1.0,GLENWOOD RD/FLATBUSH AV
B12,0.0,FULTON ST/ALABAMA AV
B69,1.0,MC DONALD AV/AV C
B35,1.0,CHURCH AV/E 5 ST
B52,0.0,GATES AV/FRANKLIN AV
B46,1.0,BROADWAY/MARCY AV
B46,0.0,UTICA AV/LINDEN BL
B11,0.0,CONEY ISLAND AV/AV I
B45,1.0,FLATBUSH AV/ATLANTIC AV
B16,1.0,OCEAN AV/LINCOLN RD
B82,1.0,E 96 ST/Conlin (DOES NOT STOP)
B46-SBS,1.0,UTICA AV/EASTERN PY
B44,0.0,BEDFORD AV/FULTON ST
B46,0.0,UTICA AV/AV J
B54,0.0,GATES AV/WYCKOFF AV
B70,0.0,8 AV/44 ST
B83,1.0,VAN SICLEN AV/STANLEY AV
B42,0.0,ROCKAWAY PY/SHORE PY SR N
B26,1.0,HALSEY ST/TOMPKINS AV
B17,1.0,REMSEN AV/KINGS HY
B44-SBS,1.0,NOSTRAND AV/AV L
B8,1.0,18 AV/BATH AV
B48,1.0,FRANKLIN AV/PUTNAM AV
B60,1.0,WILSON AV/HALSEY ST
B41,0.0,FLATBUSH AV/AV D
B9,1.0,BAY RIDGE AV/3 AV
B45,0.0,ST JOHNS PL/BEDFORD AV
B47,0.0,RALPH AV/CHURCH AV
B46,0.0,BROADWAY/HOOPER ST
B41,1.0,FLATBUSH AV/DEAN ST
B43,0.0,BOX ST/MANHATTAN AV
B26,1.0,HALSEY ST/WILSON AV
B61,0.0,9 ST/SMITH ST
B44,1.0,NOSTRAND AV/LAFAYETTE AV
B11,1.0,GLENWOOD RD/FLATBUSH AV
B49,0.0,OCEAN AV/AV H
B4,0.0,SHEEPSHEAD BAY RD/EMMONS AV
B15,1.0,NEW LOTS AV/LINWOOD ST
B15,1.0,DUMONT AV/FOUNTAIN AV
B4,1.0,86 ST/STILLWELL AV
B4,1.0,NARROWS AV/77 ST
B1,1.0,BRIGHTON BEACH AV/BRIGHTON 6 ST
B47,1.0,RALPH AV/FOSTER AV
B47,0.0,MARCUS GARVEY BL/BROADWAY
B13,1.0,61 ST/75 AV
B12,1.0,EAST NEW YORK AV/STERLING PL
B8,1.0,LINDEN BL/THOMAS BOYLAND ST
B6,1.0,GLENWOOD RD/RALPH AV
B31,1.0,AV R/E 23 ST
B26,0.0,FULTON ST/S PORTLAND AV
B68,1.0,STILLWELL/TERMINAL
B3,1.0,AV U/E 16 ST
B7,0.0,KINGS HY/TILDEN AV
B41,1.0,FLATBUSH AV/LINCOLN RD
B15,1.0,LEWIS AV/LAFAYETTE AV
B68,0.0,CONEY ISLAND AV/FOSTER AV
B63,0.0,ATLANTIC AV/SMITH ST
B13,0.0,GATEWAY DR/SITE DR
B6,0.0,LIVONIA AV/ASHFORD ST
B35,1.0,CHURCH AV/E 98 ST
B43,1.0,TOMPKINS AV/WILLOUGHBY AV
B82,0.0,FLATLANDS AV/E 84 ST
B15,1.0,BUFFALO AV/PROSPECT PL
B46-SBS,1.0,MALCOLM X BL/DE KALB AV
B35,0.0,39 ST/3 AV
B3,1.0,AV U/E 13 ST
B41,1.0,FLATBUSH AV/ATLANTIC AV
B9,0.0,AV M/E 13 ST
B43,0.0,KINGSTON AV/BERGEN ST
B35,0.0,CHURCH AV/E 94 ST
B46,1.0,UTICA AV/CHURCH AV
B45,1.0,ST JOHNS PL/TROY AV
B13,1.0,GATEWAY CTR TERM/GATEWAY DR
B9,0.0,60 ST/16 AV
B3,0.0,AV U/CONEY ISLAND AV
B46,0.0,UTICA AV/BERGEN ST
B6,1.0,BAY PY/77 ST
B49,0.0,VOORHIES AV/E 14 ST
B57,1.0,LORRAINE ST/OTSEGO ST
B35,0.0,CHURCH AV/ROGERS AV
B14,0.0,SUTTER AV/WARWICK ST
B38,0.0,KOSSUTH PL/BUSHWICK AV
B46-SBS,0.0,UTICA AV/FULTON ST
B48,0.0,LINCOLN RD/FLATBUSH AV
B65,1.0,SMITH ST/LIVINGSTON ST
B37,1.0,3 AV/80 ST
B1,1.0,BRIGHTON BEACH AV/BRIGHTON 1 PL
B82,0.0,KINGS HY/W 5 ST
B82,0.0,CROPSEY AV/BAY 46 ST
B62,1.0,11 ST/JACKSON AV
B48,0.0,CLASSON AV/DE KALB AV
B6,0.0,CROPSEY AV/BAY 31 ST
B52,0.0,GATES AV/MARCY AV
B74,1.0,MERMAID AV/W 31 ST
B25,1.0,FULTON ST/MALCOLM X BL
B9,0.0,AV L/E 36 ST
B68,0.0,CONEY ISLAND AV/AV R
B11,0.0,50 ST/6 AV
B6,1.0,COZINE AV/ASHFORD ST
B57,1.0,FLUSHING AV/MORGAN AV
B14,0.0,MOTHER GASTON BL/BLAKE AV
B46-SBS,1.0,MALCOLM X BL/HALSEY ST
B1,0.0,86 ST/20 AV
B1,0.0,86 ST/STILLWELL AV
B14,0.0,EAST NEW YORK AV/UNION ST
B1,0.0,BRIGHTON BEACH AV/CONEY ISLAND AV
B41,0.0,CADMAN PLZ W/MONTAGUE ST
B38,0.0,STARR ST/METROPOLITAN AV
B41,1.0,FLATBUSH AV/ATLANTIC AV
B41,1.0,ADAMS ST/BKLYN SUPREME CRT
B47,1.0,BROADWAY/PARK AV
B47,0.0,RALPH AV/FLATLANDS AV
B62,1.0,DRIGGS AV/BROADWAY
B45,0.0,ATLANTIC AV/FLATBUSH AV
B4,0.0,SHEEPSHEAD BAY RD/EMMONS AV
B60,1.0,ROCKAWAY AV/ATLANTIC AV
B70,1.0,7 AV SVC RD S/OVINGTON AV
B83,1.0,VAN SICLEN AV/WORTMAN AV
B12,1.0,SACKMAN ST/DEAN ST
B64,1.0,BATH AV/17 AV
B44-SBS,0.0,NOSTRAND AV/AV X
B8,1.0,18 AV/E 8 ST
B38,1.0,DE KALB AV/MARCUS GARVEY BL
B44,1.0,NOSTRAND AV/AV W
B44,1.0,NOSTRAND AV/AV K
B63,1.0,5 AV/84 ST
B54,0.0,MYRTLE AV/KNICKERBOCKER AV
B7,1.0,KINGS HY/AV J
B36,1.0,SURF AV/W 37 ST
B9,0.0,60 ST/13 AV
B60,0.0,FLATLANDS AV/E 108 ST
B54,1.0,MYRTLE AV/GRAND AV
B68,0.0,CONEY ISLAND AV/AV Y
B45,0.0,ST JOHNS PL/KINGSTON AV
B35,0.0,CHURCH AV/E 5 ST
B8,1.0,LINDEN BL/THOMAS BOYLAND ST
B4,0.0,VOORHIES AV/KNAPP ST
B17,0.0,REMSEN AV/AV D
B6,1.0,ROCKAWAY STATION/ROCKAWAY STATION
B1,1.0,ORIENTAL BL/MACKENZIE ST
B26,0.0,WYCKOFF AV / PALMETTO ST
B62,0.0,BEDFORD AV/N 9 ST
B46-SBS,1.0,FLATBUSH AV/KINGS PLAZA
B14,0.0,EASTERN PY/UTICA AV
B48,1.0,LINCOLN RD/FLATBUSH AV
B41,1.0,Flatbush Av/Av U
B12,0.0,PARKSIDE AV/FLATBUSH AV
B67,0.0,SANDS ST/JAY ST
B38,1.0,SENECA AV/DE KALB AV
B54,0.0,MYRTLE AV/MARCY AV
B62,0.0,NAVY ST/NASSAU ST
B44,0.0,BEDFORD AV/GREENE AV
B63,1.0,5 AV/56 ST
B8,1.0,NOSTRAND AV/NEWKIRK AV
B16,0.0,FT HAMILTON PY/86 ST
B64,0.0,13 AV/71 ST
B38,0.0,FULTON ST/HOYT ST
B14,0.0,MOTHER GASTON BL/SUTTER AV
B1,0.0,OCEAN PY/WEST AV
B35,0.0,HEGEMAN AV/MOTHER GASTON BL
B8,0.0,CROPSEY AV/16 AV
B35,0.0,CHURCH AV/E 52 ST
B15,0.0,RALPH AV/EASTERN PKWY N
B46-SBS,0.0,UTICA AV/AV D
B35,1.0,CHURCH AV/E 46 ST
B8,1.0,4 AV/95 ST
B57,1.0,COURT ST/NELSON ST
B3,0.0,AV U/NOSTRAND AV
B41,1.0,VETERANS AV/E 71 ST
B44,1.0,NOSTRAND AV/MONTGOMERY ST
B46-SBS,1.0,UTICA AV/AV D
B46-SBS,1.0,UTICA AV/AV H
B1,0.0,ORIENTAL BL/DOVER ST
B47,1.0,RUTLAND RD/E 98 ST
B57,0.0,FLUSHING AV/60 ST
B17,0.0,REMSEN AV/AV D
B83,1.0,NEW LOTS AV/PENNSYLVANIA AV
B60,1.0,ROCKAWAY AV/PITKIN AV
B62,0.0,MANHATTAN AV/GREENPOINT AV
B47,1.0,RALPH AV/CHURCH AV
B82,1.0,KINGS HWY/W 7 ST
B15,0.0,JFK AIRPORT/TERMINAL 5 AirTrain STATION
B45,0.0,ST JOHNS PL/UTICA AV
B9,1.0,4 AV/63 ST
B43,0.0,GRAHAM AV/JOHNSON AV
B46-SBS,1.0,MALCOLM X BL/QUINCY ST
B15,1.0,NEW LOTS AV/PENNSYLVANIA AV
B6,1.0,AV J/OCEAN AV
B43,0.0,MANHATTAN AV/NASSAU AV
B44-SBS,1.0,NOSTRAND AV/NEWKIRK AV
B49,1.0,OCEAN AV/AV X
B44-SBS,1.0,NOSTRAND AV/AV U
B6,0.0,ASHFORD ST/LINDEN BL
B14,0.0,PITKIN AV/THOMAS S BOYLAND ST
B44,0.0,FULTON ST/NOSTRAND AV
B17,1.0,SEAVIEW AV/ROCKAWAY PY
B36,0.0,AV Z/E 12 ST
B44-SBS,1.0,LEE AV/FLUSHING AV
B35,0.0,CHURCH AV/FLATBUSH AV
B44,0.0,BEDFORD AV/GREENE AV
B49,1.0,FOSTER AV/BEDFORD AV
B67,0.0,7 AV/15 ST
B35,0.0,CHURCH AV/FLATBUSH AV
B46-SBS,1.0,UTICA AV/EASTERN PY
B83,1.0,VAN SICLEN AV/STANLEY AV
B8,1.0,18 AV/82 ST
B65,1.0,SMITH ST/LIVINGSTON ST
B62,1.0,SMITH ST/LIVINGSTON ST
