PublishedLineName,DirectionRef,NextStopPointName
B6,0.0,BAY PY/W 12 ST
B26,0.0,HALSEY ST/STUYVESANT AV
B16,1.0,FT HAMILTON PY/66 ST
B38,0.0,SENECA AV/HARMAN ST
B8,0.0,FOSTER AV/E 18 ST
B82,0.0,PENNSYLVANIA AV/SCHROEDERS AV
B52,0.0,GATES AV/CENTRAL AV
B20,1.0,LINDEN BL/CRESCENT ST
B6,0.0,GLENWOOD RD/FLATBUSH AV
B35,0.0,CHURCH AV/FLATBUSH AV
B26,0.0,WYCKOFF AV / PALMETTO ST
B26,1.0,FULTON ST/JAY ST
B11,1.0,AV I/E 7 ST
B36,1.0,SURF AV/W 37 ST
B83,0.0,NEW LOTS AV/MILLER AV
B13,0.0,FOUNTAIN AV/FLATLANDS AV
B15,1.0,LEWIS AV/MAC DONOUGH ST
B41,1.0,FLATBUSH AV/CHURCH AV
B44,1.0,NOSTRAND AV/FARRAGUT RD
B44,0.0,NEW YORK AV/MIDWOOD ST
B48,1.0,MEEKER AV/STEWART AV
B6,0.0,AV J/CONEY ISLAND AV
B47,1.0,CLARKSON AV/E 96 ST
B44,0.0,NEW YORK AV/ATLANTIC AV
B7,0.0,SARATOGA AV/LIVONIA AV
B41,1.0,ADAMS ST/BKLYN SUPREME CRT
B46-SBS,1.0,KINGS PLAZA
B44-SBS,1.0,NOSTRAND AV/EMPIRE BL
B49,1.0,BEDFORD AV/MAPLE ST
B13,0.0,CYPRESS HILLS ST/80 AV
B69,1.0,NASSAU ST/GOLD ST
B6,0.0,LIVONIA AV/ASHFORD ST
B11,0.0,50 ST/18 AV
B6,1.0,AV H/UTICA AV
B52,1.0,GATES AV/CLASSON AV
B6,1.0,BAY PY/E 3 ST
B52,1.0,GREENE AV/CLASSON AV
B31,1.0,QUENTIN RD/E 16 ST
B68,1.0,PROSPECT PK SW/REEVE PL
B35,1.0,CHURCH AV/E 98 ST
B6,0.0,BAY PY/62 ST
B6,0.0,AV J/E 22 ST
B25,0.0,FULTON ST/MARCY AV
B38,0.0,DE KALB AV/KNICKERBOCKER AV
B49,0.0,E 14 ST/SHEEPSHEAD BAY RD
B35,1.0,CHURCH AV/BEDFORD AV
B41,0.0,FLATBUSH AV/FOSTER AV
B20,0.0,WORTMAN AV/VAN SICLEN AV
B41,0.0,LIVINGSTON ST/BOND ST
B11,1.0,55 ST/4 AV
B3,1.0,25 AV/HARWAY AV
B44,0.0,BEDFORD AV/DE KALB AV
B62,1.0,DIVISION AV/DRIGGS AV
B6,1.0,AV H/E 43 ST (LTD - not allowed)
B47,1.0,FLATBUSH AV/AV U
B67,1.0,MC DONALD AV/CHURCH AV
B15,0.0,Air Train Station
B41,0.0,FLATBUSH AV/GRAND ARMY PLZ
B54,1.0,MYRTLE AV/HARMAN ST
B60,0.0,ROCKAWAY AV/BELMONT AV
B60,0.0,WASHINGTON PLZ/WASHINGTON PLZ
B16,0.0,14 AV/41 ST
B1,0.0,86 ST/25 AV
B52,0.0,PALMETTO ST/IRVING AV
B9,1.0,AV N/OCEAN PY
B61,0.0,15 ST/8 AV
B54,0.0,MYRTLE AV/ASHLAND PL
B41,0.0,FLATBUSH AV/CHURCH AV
B25,1.0,FULTON ST/ROCKAWAY AV
B38,1.0,DE KALB AV/VANDERBILT AV
B20,1.0,FULTON ST/ALABAMA AV
B3,1.0,25 AV/HARWAY AV
B47,1.0,RALPH AV/FLATLANDS AV
B14,0.0,MOTHER GASTON BL/BLAKE AV
B16,1.0,FT HAMILTON PY/62 ST
B64,0.0,BAY RIDGE AV/3 AV
B17,0.0,REMSEN AV/AV K
B46,1.0,UTICA AV/SNYDER AV
B46,0.0,UTICA AV/AV I
B82,0.0,KINGS HY/OCEAN AV
B57,1.0,GOLD ST/SANDS ST
B41,0.0,VETERANS AV/RALPH AV
B47,0.0,RALPH AV/AV B
B46,1.0,BROADWAY/MYRTLE AV
B46-SBS,1.0,UTICA AV/CHURCH AV
B15,0.0,RALPH AV/EASTERN PKWY N
B1,1.0,86 ST/20 AV
B43,1.0,GRAHAM AV/RICHARDSON ST
B16,0.0,SHORE RD/OLIVER ST
B68,0.0,STILLWELL TERMINAL BUS LOOP
B8,0.0,CROPSEY AV/15 AV
B45,0.0,LIVINGSTON ST/HOYT ST
B35,0.0,CHURCH AV/UTICA AV
B70,0.0,8 AV/BAY RIDGE AV
B57,1.0,FLUSHING AV/58 DR
B11,0.0,2 AV/56 ST
B13,0.0,FOREST AV/WOODBINE ST
B57,1.0,FLUSHING AV/N PORTLAND AV
B37,0.0,3 AV/30 ST
B41,1.0,AV N/E 52 ST
B70,0.0,39 ST/5 AV
B60,0.0,WILSON AV/DECATUR ST
B36,0.0,AV Z/CONEY ISLAND AV
B69,0.0,NAVY ST/SANDS ST
B6,0.0,GLENWOOD RD/ALBANY AV
B44,0.0,NOSTRAND AV/GLENWOOD RD
B83,1.0,JAMAICA AV/GEORGIA AV
B44-SBS,0.0,ROGERS AV/CLARKSON AV
B12,1.0,CLARKSON AV/BEDFORD AV
B57,1.0,FLUSHING AV/CUMBERLAND ST
B44,0.0,NOSTRAND AV/AV L
B44-SBS,1.0,NOSTRAND AV/CHURCH AV
B61,1.0,BEARD ST/OTSEGO ST
B11,0.0,50 ST/4 AV
B46,1.0,BROADWAY/MYRTLE AV
B45,0.0,ATLANTIC AV/VANDERBILT AV
B62,0.0,DIVISION AV/LEE AV
B64,1.0,STILLWELL AV/MERMAID AV
B25,0.0,FULTON ST/HOYT ST
B54,0.0,MYRTLE AV/N PORTLAND AV
B69,0.0,MC DONALD AV/CHURCH AV
B6,1.0,HARWAY AV/BAY 37 ST
B35,0.0,CHURCH AV/KINGS HY
B9,1.0,BAY RIDGE AV/4 AV
B46,0.0,UTICA AV/AV I
B74,1.0,STILLWELL TERMINAL BUS LOOP
B11,1.0,AV J/E 15 ST
B20,1.0,PENNSYLVANIA AV/LIVONIA AV
B82,0.0,STILLWELL TERMINAL BUS LOOP
B14,1.0,LINDEN BL/ELDERT LA
B68,0.0,PROSPECT PK SW/10 AV
B1,1.0,86 ST/4 AV
B44-SBS,1.0,NOSTRAND AV/FULTON ST
B47,0.0,E 98 ST/SUTTER AV.
B7,1.0,KINGS HY/FLATBUSH AV
B17,1.0,UTICA AV/CARROLL ST
B38,0.0,DE KALB AV/WILSON AV
B44,1.0,NOSTRAND AV/DE KALB AV
B41,0.0,FLATBUSH AV/FOSTER AV
B9,1.0,FLATBUSH AV/AV T
B16,0.0,FLATBUSH AV/OCEAN AV
B68,1.0,STILLWELL/TERMINAL
B70,1.0,7 AV/POLY PL
B82,1.0,KINGS HY/E 38 ST
B49,0.0,ROGERS AV/CLARENDON RD
B46,0.0,UTICA AV/CHURCH AV
B35,0.0,HEGEMAN AV/MOTHER GASTON BL
B7,1.0,SARATOGA AV/HALSEY ST
B38,1.0,SENECA AV/DE KALB AV
B43,1.0,GRAHAM AV/COOK ST
B36,0.0,NOSTRAND AV/GRAVESEND NECK RD
B83,1.0,GATEWAY DR/ERSKINE ST
B14,0.0,EASTERN PY/ROCHESTER AV
B11,1.0,49 ST/9 AV
B62,0.0,CLASSON AV/PARK AV
B25,1.0,FULTON ST/DUFFIELD ST
B68,1.0,BRIGHTON BEACH AV/BRIGHTON 3 ST
B52,0.0,GATES AV/MARCY AV
B83,1.0,JAMAICA AV/GEORGIA AV
B26,1.0,FULTON ST/S ELLIOTT PL
B46,1.0,FLATBUSH AV/AV T
B35,1.0,CHURCH AV/E 98 ST
B63,0.0,5 AV/14 ST
B7,1.0,KINGS HY/GLENWOOD RD
B35,0.0,CHURCH AV/E 46 ST
B16,0.0,CATON AV/E 16 ST
B65,1.0,BUFFALO AV/PROSPECT PL
B41,1.0,FLATBUSH AV/ATLANTIC AV
B15,1.0,LEWIS AV/DEKALB AV
B15,1.0,LEFFERTS BLVD/AIRTRAIN STA
B47,1.0,ROCKAWAY PY/WINTHROP ST
B63,0.0,ATLANTIC AV/HENRY ST
B6,1.0,RALPH AV/FLATLANDS AV
B46,1.0,UTICA AV/DEAN ST
B15,0.0,LINDEN BL/78TH ST
B31,1.0,E 16 ST/AV R
B38,1.0,FULTON ST/DUFFIELD ST
B43,0.0,MANHATTAN AV/INDIA ST
B64,1.0,BATH AV/14 AV
B47,0.0,BROADWAY/PARK ST
B15,1.0,LEWIS AV/MYRTLE AV
B35,0.0,CHURCH AV/E 56 ST
B3,1.0,AV U/NOSTRAND AV
B46,1.0,UTICA AV/FLATBUSH AV
B57,1.0,COURT ST/SCHERMERHORN ST
B44,1.0,NOSTRAND AV/CHURCH AV
B44-SBS,1.0,NOSTRAND AV/KINGS HY
B24,1.0,GREENPOINT AV/48 AV
B46,0.0,UTICA AV/PROSPECT PL
B49,1.0,OCEAN AV/AV K
B46,1.0,BROADWAY/THORNTON ST
B35,1.0,39 ST/1 AV
B44-SBS,1.0,NOSTRAND AV/EMPIRE BL
B41,1.0,LIVINGSTON ST/HOYT ST
B17,1.0,REMSEN AV/SEAVIEW AV
B63,1.0,ATLANTIC AV/HICKS ST
B83,0.0,PENNSYLVANIA AV/HORNELL LOOP
B60,1.0,WILSON AV/GATES AV
B9,1.0,BAY RIDGE AV/4 AV
B38,0.0,SENECA AV/CORNELIA ST
B82,1.0,E 18 ST/AV P
B74,1.0,MERMAID AV/W 17 ST
B16,0.0,CATON AV/MC DONALD AV
B7,1.0,KINGS HY/NOSTRAND AV
B49,0.0,ROGERS AV/MONTGOMERY ST
B38,1.0,JORALEMON ST/COURT ST
B36,0.0,NOSTRAND AV/AV V
B54,1.0,MYRTLE AV/LEWIS AV
B17,1.0,REMSEN AV/E 56 ST
B47,1.0,RALPH AV/HALSEY ST
B44-SBS,1.0,NOSTRAND AV/AV L
B35,1.0,CHURCH AV/MC DONALD AV
B14,0.0,SUTTER AV/MILFORD ST
B35,0.0,CHURCH AV/E 18 ST
B44,1.0,NOSTRAND AV/AV U
B8,1.0,FOSTER AV/CONEY ISLAND AV
B44,0.0,NEW YORK AV/LINDEN BL
B17,1.0,SEAVIEW AV/E 108 ST
B63,1.0,3 AV/99 ST
B9,1.0,AV L/BEDFORD AV
B12,0.0,EAST NEW YORK AV/ROCKAWAY AV
B61,0.0,SMITH ST/LIVINGSTON ST
B31,1.0,GERRITSEN AV/AV U
B13,0.0,FRESH POND RD/MYRTLE AV
B41,0.0,LIVINGSTON ST/BOND ST
B35,1.0,CHURCH AV/REMSEN AV
B47,1.0,AV U/E 54 ST
B14,1.0,SUTTER AV/SCHENCK AV
B60,0.0,JOHNSON AV/MORGAN AV
B25,0.0,OLD FULTON ST/HENRY ST
B63,0.0,5 AV/24 ST
B20,1.0,WORTMAN AV/VERMONT ST
B3,0.0,AV U/E 37 ST
B60,1.0,WILLIAMS AV/WORTMAN AV
B20,1.0,SUMMERFIELD ST/WYCKOFF AV
B44,1.0,NOSTRAND AV/CARROLL ST
B44-SBS,1.0,NOSTRAND AV/ST JOHNS PL
B46-SBS,1.0,FLATBUSH AV/KINGS PLAZA
B41,0.0,AV N/UTICA AV
B46,0.0,WASHINGTON PLZ/LANE3
B8,1.0,18 AV/BAY RIDGE PY
B43,1.0,TOMPKINS AV/PUTNAM AV
B7,1.0,KINGS HY/E 26 ST
B6,1.0,BEDFORD AV/CAMPUS ROAD
B82,0.0,KINGS HY/CONEY ISLAND AV
B61,0.0,COLUMBIA ST/ATLANTIC AV
B12,1.0,EAST NEW YORK AV/ROCKAWAY AV
B12,0.0,PITKIN AV/HOWARD AV
B82,0.0,KINGS HY/NOSTRAND AV
B38,0.0,LAFAYETTE AV/THROOP AV
B43,0.0,BOX ST/MANHATTAN AV
B8,1.0,18 AV/58 ST
B46,0.0,UTICA AV/ST JOHNS PL
B35,0.0,CHURCH AV/OCEAN AV
B16,1.0,37 ST/13 AV
B8,0.0,AV D/E 31 ST
B64,1.0,13 AV/79 ST
B62,0.0,DIVISION AV/BERRY ST
B37,0.0,3 AV/39 ST
B6,1.0,E 96 ST/Conlin (DOES NOT STOP)
B46,0.0,UTICA AV/CARROLL ST
B16,0.0,FT HAMILTON PY/68 ST
B57,1.0,FLUSHING AV/N PORTLAND AV
B41,1.0,FLATBUSH AV/FOSTER AV
B47,1.0,RALPH AV/FOSTER AV
B46-SBS,1.0,UTICA AV/AV H
B82,1.0,KINGS HY/E 38 ST
B16,1.0,86 ST/FT HAMILTON PY
B41,1.0,FLATBUSH AV/FOSTER AV
B65,1.0,ST JOHNS PL/RALPH AV
B82,1.0,KINGS HY/E 16 ST
B38,0.0,STARR ST/METROPOLITAN AV
B8,0.0,18 AV/77 ST
B25,0.0,FULTON ST/NOSTRAND AV
B41,0.0,FLATBUSH AV/ATLANTIC AV
B11,1.0,49 ST/10 AV
B65,0.0,DEAN ST/SCHENECTADY AV
B62,1.0,DRIGGS AV/GRAND ST
B26,0.0,PUTNAM AV/BEDFORD AV
B41,1.0,LIVINGSTON ST/HOYT ST
B46,1.0,BROADWAY/MARCY AV
B54,1.0,MYRTLE AV/CLASSON AV
B45,0.0,ST JOHNS PL/CLASSON AV
B41,1.0,FLATBUSH AV/BERGEN ST
B52,1.0,GATES AV/BUSHWICK AV
B12,1.0,EAST NEW YORK AV/RALPH AV
B6,0.0,GLENWOOD RD/FLATBUSH AV
B35,1.0,CHURCH AV/E 94 ST
B3,1.0,AV U/FLATBUSH AV
B1,0.0,87 ST/4 AV
B44,0.0,NEW YORK AV/EMPIRE BL
B8,0.0,AV D/E 31 ST
B15,1.0,LEWIS AV/GATES AV
B9,1.0,BAY RIDGE AV/4 AV
B43,1.0,LINCOLN RD/FLATBUSH AV
B48,0.0,NASSAU AV/MC GUINNESS BL
B43,1.0,GRAHAM AV/ENGERT AV
B49,0.0,AV Z/E 15 ST
B6,0.0,AV J/E 16 ST
B46-SBS,1.0,UTICA AV/CHURCH AV
B52,1.0,GREENE AV/WASHINGTON AV
B43,0.0,MANHATTAN AV/CALYER ST
B52,0.0,FULTON ST/SMITH ST
B82,1.0,AV P/OCEAN AV
B35,0.0,39 ST/5 AV
B38,0.0,LAFAYETTE AV/STUYVESANT AV
B82,1.0,KINGS HY/CONEY ISLAND AV
B13,1.0,FOUNTAIN AV/BKLYN DEVEL CTR
B60,0.0,WILSON AV/SCHAEFFER ST
B35,0.0,39 ST/3 AV
B64,1.0,BATH AV/16 AV
B8,1.0,18 AV/64 ST
B12,0.0,CLARKSON AV/ROGERS AV
B38,1.0,DE KALB AV/MYRTLE AV
B3,0.0,AV U/CONEY ISLAND AV
B11,0.0,GLENWOOD RD/FLATBUSH AV
B15,1.0,N VAN WYCK SERVICE RD/STOP 17 AMERICAN FREIGHT
B6,0.0,FLATLANDS AV /E 77 ST
B26,1.0,FULTON ST/BOND ST
B60,0.0,S 4 ST/RODNEY ST
B36,0.0,AV Z/E 15 ST
B49,0.0,AV Z/E 19 ST
B15,1.0,BERGEN ST/TROY AV
B52,0.0,GATES AV/WILSON AV
B41,0.0,VETERANS AV/E 66 ST
B15,0.0,HIP CTR PARKING LOT
B68,1.0,CONEY ISLAND AV/AV X
B37,0.0,3 AV/BERGEN ST
B35,1.0,HEGEMAN AV/THOMAS S BOYLAND ST
B82,0.0,GLENWOOD RD/ROCKAWAY PY
B67,0.0,MC DONALD AV/AV C
B38,0.0,DE KALB AV/WILSON AV
B6,1.0,GLENWOOD RD/NOSTRAND AV
B82,0.0,PENNSYLVANIA AV/FLATLANDS AV
B44,1.0,NOSTRAND AV/FOSTER AV
B6,0.0,BAY PY/78 ST
B37,1.0,3 AV/BAY RIDGE PY
B15,1.0,N VAN WYCK SERVICE RD/STOP 11 BLDG 23
B26,0.0,FULTON ST/HOYT ST
B12,1.0,CLARKSON AV/FLATBUSH AV
B9,1.0,FLATBUSH AV/AV T
B12,1.0,EAST NEW YORK AV/SARATOGA AV
B6,0.0,GLENWOOD RD/BROOKLYN AV
B35,1.0,CHURCH AV/E 94 ST
B46,0.0,UTICA AV/PROSPECT PL
B43,1.0,BROOKLYN AV/ATLANTIC AV
B41,1.0,Flatbush Av/Av U
B11,1.0,49 ST/14 AV
B13,0.0,DE KALB AV/WYCKOFF AV
B17,0.0,SEAVIEW AV/E 93 ST
B36,1.0,NOSTRAND AV/AV W
B12,0.0,ALBANY AV/HAWTHORNE ST
B35,0.0,14 AV/39 ST
B82,1.0,KINGS HY/E 22 ST
B38,0.0,LAFAYETTE AV/LEWIS AV
B43,0.0,THROOP AV/PARK AV
B15,0.0,E 98 ST/HEGEMAN AV
B44-SBS,0.0,BEDFORD AV/FULTON ST
B62,1.0,MANHATTAN AV/GREENPOINT AV
B38,0.0,ONDERDONK AV/CATALPA AV
B60,0.0,FLATLANDS AV/E 108 ST
B8,1.0,FOSTER AV/FLATBUSH AV
B46-SBS,1.0,UTICA AV/EASTERN PY
B25,1.0,FRONT ST/YORK ST
B64,1.0,HARWAY AV/27 AV
B4,1.0,AV Z/OCEAN AV
B36,1.0,NOSTRAND AV/AV Y
B38,0.0,SENECA AV/PALMETTO ST
B2,1.0,QUENTIN RD/E 19 ST
B3,0.0,25 AV/BENSON AV
B35,0.0,CHURCH AV/ROCKAWAY PY
B67,0.0,FLATBUSH AV/PACIFIC ST
B49,1.0,DEAN ST/FRANKLIN AV
B4,1.0,SHELL RD/BOUCK CT
B36,0.0,GRAVESEND NECK RD/EAST 29 St
B11,1.0,49 ST/16 AV
B57,0.0,FLUSHING AV/WYCKOFF AV
B8,0.0,AV B/RALPH AV
B6,1.0,ASHFORD ST/NEW LOTS AV
B12,0.0,EAST NEW YORK AV/E 94 ST
B41,1.0,FLATBUSH AV/CHESTER CT
B9,1.0,60 ST/19 AV
B46-SBS,0.0,UTICA AV/AV N
B44-SBS,0.0,EMMONS AV/NOSTRAND AV
B25,0.0,FULTON ST/CARLTON AV
B8,0.0,BEVERLY RD/E 59 ST
B15,1.0,LEWIS AV/LAFAYETTE AV
B46-SBS,0.0,UTICA AV/FULTON ST
B6,1.0,BAY PY/61 ST
B68,1.0,W 5 ST/W BRIGHTON AV
B38,1.0,DE KALB AV/FLATBUSH AV EX
B1,0.0,86 ST/FT HAMILTON PY
B2,1.0,AV R/E 22 ST
B11,1.0,1 AV / 56 ST
B15,1.0,N VAN WYCK SERVICE RD/STOP 15 BLDG 122
B35,1.0,CHURCH AV/ROGERS AV
B24,1.0,WASHINGTON PL/LANE 6
B70,0.0,3 AV/39 ST
B47,1.0,RALPH AV/MACON ST
B43,1.0,LINCOLN RD/FLATBUSH AV
B26,1.0,WYCKOFF ST/PALMETTO ST
B1,0.0,BRIGHTON BEACH AV/CORBIN PL
B15,0.0,NEW LOTS AV/SCHENCK AV
B64,1.0,BATH AV/BAY PY
B48,1.0,LORIMER ST/TEN EYCK ST
B65,0.0,DEAN ST/NEW YORK AV
B35,1.0,CHURCH AV/NOSTRAND AV
B45,1.0,LIVINGSTON ST/COURT ST
B3,0.0,AV U/E 16 ST
B31,0.0,QUENTIN RD/E 16 ST
B15,0.0,E 98 ST/WINTHROP ST
B41,1.0,FLATBUSH AV/NOSTRAND AV
B1,0.0,87 ST/4 AV
B7,1.0,KINGS HY/REMSEN AV
B61,1.0,LORRAINE ST/HENRY ST
B60,0.0,ROCKAWAY PY/GLENWOOD RD
B46-SBS,0.0,UTICA AV/AV N
B83,1.0,JAMAICA AV/GEORGIA AV
B82,1.0,KINGS HY/E 13 ST
B9,0.0,OCEAN PKY S/AV M
B49,1.0,FRANKLIN AV/LEFFERTS PL
B41,1.0,FLATBUSH AV/PARKSIDE AV
B43,0.0,EMPIRE BL/BEDFORD AV
B6,1.0,BAY PY/67 ST
B68,0.0,WEST BRIGHTON AV/W 5 ST
B16,1.0,OCEAN AV/CATON AV
B44,1.0,SHORE PKY/BRIGHAM ST
B38,0.0,FULTON ST/SMITH ST
B46,0.0,UTICA AV/KINGS HY
B47,0.0,MARCUS GARVEY BL/BROADWAY
B38,0.0,LAFAYETTE AV/BEDFORD AV
B46,1.0,UTICA AV/ATLANTIC AV
B1,0.0,86 ST/15 AV
B20,1.0,BROADWAY/HULL ST
B41,1.0,FLATBUSH AV/FOSTER AV
B49,0.0,FRANKLIN AV/LEFFERTS PL
B44,0.0,BEDFORD AV/FULTON ST
B52,1.0,FULTON ST/BOND ST
B25,1.0,FULTON ST/JAY ST
B6,0.0,AV H/UTICA AV
B61,1.0,OTSEGO ST/LORRAINE ST
B63,0.0,5 AV/11 ST
B11,1.0,49 ST/11 AV
B74,1.0,STILLWELL/TERMINAL
B82,0.0,GLENWOOD RD/ROCKAWAY PY
B13,1.0,CRESCENT ST/RIDGEWOOD AV
B44,1.0,NOSTRAND AV/HAWTHORNE ST
B35,0.0,CHURCH AV/REMSEN AV
B46,1.0,BROADWAY/HOOPER ST
B46,0.0,UTICA AV/CARROLL ST
B57,1.0,COURT ST/SCHERMERHORN ST
B52,0.0,GATES AV/LEWIS AV
B1,0.0,86 ST/20 AV
B47,0.0,RALPH AV/CLARENDON RD
B43,0.0,EMPIRE BL/WASHINGTON AV
B4,1.0,STILLWELL AV/HIGHLAWN AV
B25,1.0,FULTON ST/VAN SINDEREN AV
B47,1.0,RALPH AV/FARRAGUT RD
B46,1.0,UTICA AV/PROSPECT PL
B47,0.0,RALPH AV/AV L
B63,0.0,5 AV/ST JOHNS PL
B65,0.0,DEAN ST/VANDERBILT AV
B38,1.0,DE KALB AV/MARCUS GARVEY BL
B46,1.0,UTICA AV/EMPIRE BL
B36,0.0,SURF AV/W 19 ST
B46-SBS,1.0,MALCOLM X BL/HALSEY ST
B25,0.0,FULTON ST/CARLTON AV
B47,1.0,BROADWAY/MYRTLE AV
B20,1.0,SUMMERFIELD ST/SENECA AV
B8,0.0,FOSTER AV/CONEY ISLAND AV
B3,1.0,AV U/E 5 ST
B6,0.0,LIVONIA AV/ASHFORD ST
B60,1.0,ROCKAWAY AV/PITKIN AV
B15,0.0,JFK AIRPORT/TERMINAL 5 AirTrain STATION
B9,0.0,AV L/BEDFORD AV
B46,0.0,BROADWAY/MARCY AV
B44,0.0,EMMONS AV/BRIGHAM ST
B2,1.0,AV S/KIMBALL ST
B3,1.0,AV U/E 35 ST
B1,1.0,ORIENTAL BL/MACKENZIE ST
B46,0.0,UTICA AV/CHURCH AV
B4,0.0,SHORE PY/OCEAN AV
B35,1.0,CHURCH AV/E 42 ST
B60,1.0,WILLIAMS AV/GLENWOOD RD
B46,1.0,FLATBUSH AV/KINGS PLAZA
B63,1.0,BROOKLYN BRIDGE PARK RD/JORALEMON ST
B15,1.0,MARCUS GARVEY BL/BROADWAY
B6,0.0,AV J/E 16 ST
B68,0.0,BRIGHTON BEACH AV/BRIGHTON 6 ST
B61,1.0,PROSPECT PARK WEST/18 ST
B38,0.0,LAFAYETTE AV/TOMPKINS AV
B46-SBS,1.0,UTICA AV/EASTERN PY
B6,0.0,GLENWOOD RD/FLATBUSH AV
B57,0.0,FLUSHING AV/MELROSE ST
B41,1.0,LIVINGSTON ST/SMITH ST
B38,1.0,SENECA AV/BLEECKER ST
B46-SBS,1.0,UTICA AV/AV N
B47,0.0,MARCUS GARVEY BL/BROADWAY
B39,0.0,WASHINGTON PLZ/LANE 1
B6,1.0,BEDFORD AV/GLENWOOD RD (not allowed)
B82,0.0,CROPSEY AV/24 AV
B46,0.0,BROADWAY/PARK ST
B16,0.0,56 ST/11 AV
B46,1.0,MALCOLM X BL/FULTON ST
B17,0.0,REMSEN AV/RUTLAND RD
B41,1.0,FLATBUSH AV/OCEAN AV
B46-SBS,1.0,UTICA AV/AV N
B26,0.0,WYCKOFF AV / PALMETTO ST
B11,0.0,50 ST/5 AV
B63,0.0,5 AV/5 ST
B47,1.0,BROADWAY/DE KALB AV
B43,1.0,BROOKLYN AV/FULTON ST
B14,0.0,RALPH AV/EASTERN PY
B31,1.0,GERRITSEN AV/LOIS AV
B16,1.0,FT HAMILTON PY/62 ST
B38,1.0,CADMAN PLZ W/TILLARY ST
B38,0.0,LAFAYETTE AV/WASHINGTON AV
B7,0.0,KINGS HY/PRESTON CT
B9,0.0,60 ST/5 AV
B17,1.0,REMSEN AV/AV L
B6,0.0,AV J/CONEY ISLAND AV
B49,0.0,OCEAN AV/AV H
B6,1.0,BAY PY/MC DONALD AV
B8,1.0,18 AV/82 ST
B36,1.0,SURF AV/W 10 ST
B70,1.0,7 AV SVC RD S/79 ST
B6,0.0,CROPSEY AV/23 AV
B13,0.0,CRESCENT ST/ATLANTIC AV
B44-SBS,0.0,NOSTRAND AV/AV X
B4,0.0,OCEAN PKY/SHORE PKY
B20,1.0,VAN SINDEREN AV/FULTON ST
B36,1.0,NOSTRAND AV/AV Y
B6,1.0,AV H/UTICA AV
B14,1.0,SUTTER AV/LOGAN ST
B46-SBS,0.0,UTICA AV/CHURCH AV
B62,1.0,11 ST/JACKSON AV
B3,1.0,25 AV/BATH AV
B26,1.0,FULTON ST/HUDSON AV
B49,1.0,FOSTER AV/E 22 ST
B69,0.0,7 AV/UNION ST
B8,1.0,LINDEN BL/THOMAS BOYLAND ST
B15,1.0,RALPH AV/EAST NEW YORK AV
B9,1.0,60 ST/12 AV
B20,0.0,PENNSYLVANIA AV/RIVERDALE AV
B49,0.0,OCEAN AV/AV T
B43,1.0,GRAHAM AV/GRAND ST
B47,1.0,BROADWAY/MYRTLE AV
B70,0.0,8 AV/55 ST
B16,0.0,FLATBUSH AV/OCEAN AV
B46,0.0,UTICA AV/ATLANTIC AV
B83,1.0,PENNSYLVANIA AV/SCHROEDERS AV
B48,0.0,EMPIRE BL/FLATBUSH AV
B6,0.0,FLATLANDS AV/RALPH AV
B12,0.0,EAST NEW YORK AV/ROCKAWAY AV
B41,1.0,FLATBUSH AV/LINCOLN RD
B15,0.0,NEW LOTS AV/VAN SINDEREN AV
B67,1.0,MC DONALD AV/CHURCH AV
B49,1.0,BEDFORD AV/PARKSIDE AV
B6,1.0,GLENWOOD RD/NOSTRAND AV
B44,0.0,FULTON ST/NOSTRAND AV
B44,0.0,NEW YORK AV/ATLANTIC AV
B46,1.0,BROADWAY/HOOPER ST
B15,1.0,LINDEN BL/ELDERT LA
B4,0.0,VOORHIES AV/E 14 ST
B49,0.0,ROGERS AV/LINDEN BL
B82,1.0,KINGS HY/FRASER SQ
B13,1.0,GATEWAY CTR TERM/GATEWAY DR
B14,1.0,DUMONT AV/MOTHER GASTON BL
B41,1.0,ADAMS ST/BKLYN SUPREME CRT
B49,0.0,ROGERS AV/CLARENDON RD
B82,1.0,CROPSEY AV/24 AV
B57,0.0,JAY ST/WILLOUGHBY ST
B49,1.0,WEST END AV/ORIENTAL BL
B62,1.0,JAY ST/TILLARY ST
B15,1.0,NEW LOTS AV/BERRIMAN ST
B36,0.0,SURF AV/W 16 ST
B41,0.0,FLATBUSH AV/CLARKSON AV
B15,1.0,E 98 ST/HEGEMAN AV
B6,1.0,COZINE AV/PENNSYLVANIA AV
B46,1.0,UTICA AV/MIDWOOD ST
B46-SBS,1.0,MALCOLM X BL/FULTON ST
B46,1.0,BROADWAY/THORNTON ST
B26,1.0,JORALEMON ST/COURT ST
B11,0.0,50 ST/4 AV
B82,0.0,KINGS HY/W 5 ST
B35,0.0,CHURCH AV/E 18 ST
B44-SBS,0.0,NOSTRAND AV/AV H
B68,1.0,CONEY ISLAND AV/AV Z
B35,0.0,CHURCH AV/BEDFORD AV
B8,0.0,FT HAMILTON PKWY/MARINE AV
B67,1.0,7 AV/GARFIELD PL
B82,1.0,FLATLANDS AV/E 82 ST
B49,0.0,FOSTER AV/FLATBUSH AV
B12,0.0,FULTON ST/ALABAMA AV
B9,0.0,AV M/E 9 ST
B41,0.0,FLATBUSH AV/CHURCH AV
B36,0.0,AV Z/BEDFORD AV
B41,1.0,Flatbush Av/Av U
B6,0.0,FLATLANDS AV/REMSEN AV
